Datas,"PRECIPITACAO TOTAL, DIARIO (AUT)(mm)",PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB),TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C),"TEMPERATURA MAXIMA, DIARIA (AUT)(°C)","TEMPERATURA MEDIA, DIARIA (AUT)(°C)","TEMPERATURA MINIMA, DIARIA (AUT)(°C)","UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%)","UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%)","VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s)","VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s)",Unnamed: 11,"tmean, (°C)","rhmean, (%)","U2, (m/s)",lat,"lat, (rad)","elev, (m)","P, (kPa)","J, (day)","ird, (rad)","solardecli, (rad)","sunsethra, (rad)","daylighthr(N), (hour)",kRs,"Ra, (MJ m-2 day-1)","Rs, (MJ m-2 day-1)","Rso, (MJ m-2 day-1)","Rns, (MJ m-2 day-1)","delta_spv, (kPa degC-1)","es, (kPa)","ea, (kPa)","psy, (kPa degC-1)","G, (MJ m-2 day-1)","Rnl, (MJ m-2 day-1)","Rn, (MJ m-2 day-1)","Eto-HS, (mm)","Eto-PM, (mm)","Evap Equi, (mm)","Kp, tanqueCLA","Evap tanqueCLA, (mm)"
2006-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-01,,,,,,,,29.0,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-02,,942.575,12.720833,29.3,22.825,17.2,54.416667,34.0,15.6,4.125,,23.25,54.416667,3.08529818507,-29.164581,-0.509017963415,623.27,94.1462955518,336.0,1.0289726828,-0.38844063667,1.80121057591,13.7602352019,0.19,43.2874054849,28.6093402243,33.005148938,22.0291919727,0.172174915083,3.01903743167,1.6428595458,0.0626072865419,0.0,4.99648299607,17.0327089766,5.80036605142,6.67007852442,17.6612614378,0.67668125852,9.85704634262
2006-12-03,0.0,940.979167,15.766667,30.3,24.283333,18.3,60.416667,37.0,11.0,2.55,,24.3,60.416667,1.90727524168,-29.164581,-0.509017963415,623.27,94.1462955518,337.0,1.02924033051,-0.39058712548,1.80264855155,13.7712205266,0.19,43.339316728,28.5250414445,33.0447294648,21.9642819123,0.181925884947,3.20993523386,1.93933588116,0.0626072865419,0.0,4.5504775293,17.413804383,5.93120285966,6.14399190892,17.682441225,0.725021648838,8.47421855439
2006-12-04,0.0,941.082609,17.691304,28.7,24.108696,21.4,67.73913,56.0,11.5,2.826087,,25.05,67.73913,2.11377481017,-29.164581,-0.509017963415,623.27,94.1462955518,338.0,1.02949931369,-0.392617874895,1.80401178336,13.7816348504,0.19,43.3885655573,22.2735952463,33.0822799931,17.1506683396,0.189172374267,3.24276205071,2.19661880112,0.0626072865419,0.0,2.87429427353,14.2763740661,4.71384771176,5.12151081266,17.7025347474,0.735137855277,6.96673525366
2006-12-05,0.0,942.333333,17.370833,27.5,20.954167,16.6,80.791667,62.0,10.6,2.425,,22.05,80.791667,1.81378135728,-29.164581,-0.509017963415,623.27,94.1462955518,339.0,1.02974955558,-0.394532283161,1.8052994223,13.7914716874,0.19,43.4351556364,27.2463437748,33.1178033164,20.9796847066,0.161574525704,2.78021116847,2.24617894912,0.0626072865419,0.0,3.69489355343,17.2847911531,5.36254507674,5.03988201581,17.7215434997,0.76839664736,6.55895888293
2006-12-06,4.8,940.491667,17.304167,23.6,18.958333,17.5,90.416667,70.0,9.6,2.279167,,20.55,90.416667,1.70470540814,-29.164581,-0.509017963415,623.27,94.1462955518,340.0,1.02999098203,-0.396329782996,1.80651065934,13.8007248568,0.19,43.4790904369,20.4032320411,33.1513020816,15.7104886716,0.149103942146,2.45650498762,2.22108993449,0.0626072865419,0.0,2.3061388483,13.4043498233,3.86454826069,3.5987219147,17.7394688983,0.776970357762,4.63173643467
2006-12-07,0.2,940.441667,13.3875,23.8,18.445833,15.0,74.083333,51.0,9.2,2.6875,,19.4,74.083333,2.01011851451,-29.164581,-0.509017963415,623.27,94.1462955518,341.0,1.03022352151,-0.398009841763,1.8076447271,13.8093884962,0.19,43.520373213,24.5294351745,33.18277877,18.8876650844,0.140103450307,2.32681526857,1.72378230371,0.0626072865419,0.0,3.64002998704,15.2476350973,4.50676472211,4.50175893853,17.7563122709,0.750641025536,5.99721942365
2006-12-08,0.0,938.775,14.291667,26.7,19.5875,14.6,72.458333,52.0,10.5,3.541667,,20.65,72.458333,2.64899364054,-29.164581,-0.509017963415,623.27,94.1462955518,342.0,1.03044710511,-0.399571961624,1.80870090146,13.817457074,0.19,43.5590069779,28.7888460051,33.212235679,22.1674114239,0.149909185417,2.58249543281,1.87123314042,0.0626072865419,0.0,4.46115968153,17.7062517424,5.46707458608,5.37180000974,17.772074847,0.729262941876,7.36606743779
2006-12-09,0.0,939.241667,17.2,28.0,21.25,17.5,78.458333,51.0,8.8,2.683333,,22.75,78.458333,2.00700180238,-29.164581,-0.509017963415,623.27,94.1462955518,343.0,1.03066166658,-0.401015679689,1.80967850313,13.8249254007,0.19,43.5949944817,26.8401462235,33.2396749055,20.6669125921,0.167688906641,2.88995866945,2.26741339644,0.0626072865419,0.0,3.60104982751,17.0658627646,5.37539192061,5.14853106587,17.7867577485,0.758766086484,6.78539955538
