Datas,"PRECIPITACAO TOTAL, DIARIO (AUT)(mm)",PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB),TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C),"TEMPERATURA MAXIMA, DIARIA (AUT)(°C)","TEMPERATURA MEDIA, DIARIA (AUT)(°C)","TEMPERATURA MINIMA, DIARIA (AUT)(°C)","UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%)","UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%)","VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s)","VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s)",Unnamed: 11,"tmean, (°C)","rhmean, (%)","U2, (m/s)",lat,"lat, (rad)","elev, (m)","P, (kPa)","J, (day)","ird, (rad)","solardecli, (rad)","sunsethra, (rad)","daylighthr(N), (hour)",kRs,"Ra, (MJ m-2 day-1)","Rs, (MJ m-2 day-1)","Rso, (MJ m-2 day-1)","Rns, (MJ m-2 day-1)","delta_spv, (kPa degC-1)","es, (kPa)","ea, (kPa)","psy, (kPa degC-1)","G, (MJ m-2 day-1)","Rnl, (MJ m-2 day-1)","Rn, (MJ m-2 day-1)","Eto-HS, (mm)","Eto-PM, (mm)","Evap Equi, (mm)","Kp, tanqueCLA","Evap tanqueCLA, (mm)"
2006-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-28,,822.372727,7.422727,15.4,10.722727,,81.272727,39.0,18.8,7.677273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-29,2.6,822.808333,10.583333,15.9,10.8875,8.4,97.916667,88.0,16.5,4.9875,,12.15,97.916667,3.7304059874,-22.46472222,-0.392083368285,1777.0,81.9846023979,302.0,1.01542285417,-0.253051757749,1.67792828633,12.8184278843,0.19,40.0769033468,20.8534727981,31.482010655,16.0571740545,0.0932868815756,1.45452612051,1.42422349785,0.0545197605946,0.0,3.06066203636,12.9965120182,3.08467642773,2.36966178235,16.3513765655,0.719035321195,3.29561248592
2006-10-30,0.2,822.166667,12.216667,20.7,14.666667,10.8,86.791667,53.0,16.0,5.4125,,15.75,86.791667,4.04828519435,-22.46472222,-0.392083368285,1777.0,81.9846023979,303.0,1.01592275548,-0.258545241327,1.68036948827,12.8370772934,0.19,40.1780861704,24.0193053985,31.5614938103,18.4948651568,0.114519598282,1.86845397894,1.62166235545,0.0545197605946,0.0,3.74864925347,14.7462159034,3.9800393581,3.51840992835,16.3926591575,0.709943975876,4.95589799745
2006-10-31,0.0,823.3625,14.645833,23.5,16.529167,12.7,89.5,46.0,16.2,6.270833,,18.1,89.5,4.69027628455,-22.46472222,-0.392083368285,1777.0,81.9846023979,304.0,1.01641793853,-0.263962112369,1.68278424488,12.855524675,0.19,40.2770364446,25.1491312076,31.6392232087,19.3648310299,0.130486989738,2.18208060742,1.95296214364,0.0545197605946,0.0,3.69052512664,15.6743059032,4.45914745071,3.73459202243,16.4330308694,0.691583030697,5.40006312571
2006-11-01,11.4,824.604167,14.8875,21.7,16.541667,13.5,90.416667,67.0,19.3,7.295833,,17.6,90.416667,5.4569261366,-22.46472222,-0.392083368285,1777.0,81.9846023979,305.0,1.0169082566,-0.269300765741,1.68517170524,12.8737635287,0.19,40.3737613461,21.966443043,31.7152044878,16.9141611431,0.126940380187,2.0717186185,1.87317892447,0.0545197605946,0.0,3.04580785147,13.8683532917,3.84058515455,3.18880576322,16.4724946292,0.669656844928,4.76185047218
2006-11-02,24.6,824.333333,15.1,16.8,15.354167,14.0,98.5,87.0,21.7,7.704167,,15.4,98.5,5.76233999092,-22.46472222,-0.392083368285,1777.0,81.9846023979,306.0,1.01739356439,-0.274559619485,1.68753101037,12.8917872922,0.19,40.4682692006,12.8661096096,31.7894441878,9.90690439938,0.112289824461,1.75595527697,1.72961594781,0.0545197605946,0.0,1.04078802042,8.86611637897,2.10969526818,1.57886960934,16.5110538338,0.660922008694,2.38888944319
2006-11-03,4.6,824.8125,15.254167,17.9,15.383333,14.1,99.0,98.0,14.1,3.795833,,16.0,99.0,2.83909737351,-22.46472222,-0.392083368285,1777.0,81.9846023979,307.0,1.01787371808,-0.279737115287,1.68986129369,12.9095893455,0.19,40.5605694255,15.0227500906,31.8619497065,11.5675175697,0.116135215965,1.83002782909,1.8117275508,0.0545197605946,0.0,1.4888893377,10.078628232,2.50784413449,2.17831071027,16.5487123256,0.744526747552,2.92576555165
2006-11-04,34.0,825.054167,13.675,17.5,13.8,13.1,99.0,97.0,11.6,6.3,,15.3,99.0,4.71209177356,-22.46472222,-0.392083368285,1777.0,81.9846023979,308.0,1.01834857541,-0.284831718945,1.6921616816,12.9271630146,0.19,40.650672473,16.20121829,31.9327292544,12.4749380833,0.11165956152,1.75379175983,1.73625384223,0.0545197605946,0.0,1.76893508271,10.7060030006,2.64856152292,1.9792822175,16.585474369,0.690959107711,2.86454320582
2006-11-05,0.0,825.304348,11.726087,18.7,13.073913,7.7,91.956522,66.0,11.9,3.634783,,13.2,91.956522,2.71863985285,-22.46472222,-0.392083368285,1777.0,81.9846023979,309.0,1.01881799566,-0.289841920817,1.69443129404,12.9445015764,0.19,40.7385897702,25.6717771836,32.0017918081,19.7672684314,0.0991012435048,1.60382391865,1.47482069459,0.0545197605946,0.0,4.11676844106,15.6504999903,3.93053824728,3.39645385523,16.6213446263,0.747971832643,4.54088470581
2006-11-06,0.6,823.158333,14.008333,18.0,14.2875,11.4,98.291667,90.0,20.1,7.195833,,14.7,98.291667,5.38213102908,-22.46472222,-0.392083368285,1777.0,81.9846023979,310.0,1.01928183973,-0.294766236273,1.69666924518,12.9615982638,0.19,40.8243336605,19.9271263081,32.0691470637,15.3438872572,0.107940742262,1.70600858691,1.67686427924,0.0545197605946,0.0,2.61407089326,12.729816364,3.19861841128,2.23993004772,16.6563281335,0.671795985003,3.33424149254
2006-11-07,0.8,822.433333,14.3125,16.8,14.429167,13.9,99.25,93.0,21.3,7.591667,,15.35,99.25,5.67819549497,-22.46472222,-0.392083368285,1777.0,81.9846023979,311.0,1.01973997018,-0.299603206132,1.69887464412,12.9784462707,0.19,40.9079173428,13.2360978673,32.1348053895,10.1917953578,0.111974316301,1.75078301956,1.73765214692,0.0545197605946,0.0,1.08830687778,9.10348848001,2.16709475269,1.57713531313,16.6904302759,0.663328541279,2.37760810064
2006-11-08,41.6,823.566667,9.5375,12.7,9.5625,8.3,100.0,99.0,17.7,7.1,,10.5,100.0,5.31045263369,-22.46472222,-0.392083368285,1777.0,81.9846023979,312.0,1.02019225124,-0.304351397095,1.7010465956,12.9950387577,0.19,40.9893548107,16.3361992424,32.198777778,12.5788734166,0.0847376171084,1.28175824264,1.28175824264,0.0545197605946,0.0,1.93036074883,10.6485126678,2.28334667971,1.5488307299,16.7236567628,0.673845987111,2.29849366105
2006-11-09,2.6,823.4625,9.370833,12.8,9.3875,6.7,99.958333,99.0,11.3,2.929167,,9.75,99.958333,2.190873607,-22.46472222,-0.392083368285,1777.0,81.9846023979,313.0,1.02063854891,-0.30900940217,1.70318420082,13.0113688587,0.19,41.0686607915,19.2721008495,32.2610757981,14.8395176541,0.0810782686474,1.22984733207,1.22933489158,0.0545197605946,0.0,2.65096858209,12.188549072,2.62231621839,2.2892687987,16.7560136029,0.763065947275,3.00009298918
