Datas,"PRECIPITACAO TOTAL, DIARIO (AUT)(mm)",PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB),TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C),"TEMPERATURA MAXIMA, DIARIA (AUT)(°C)","TEMPERATURA MEDIA, DIARIA (AUT)(°C)","TEMPERATURA MINIMA, DIARIA (AUT)(°C)","UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%)","UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%)","VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s)","VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s)",Unnamed: 11,"tmean, (°C)","rhmean, (%)","U2, (m/s)",lat,"lat, (rad)","elev, (m)","P, (kPa)","J, (day)","ird, (rad)","solardecli, (rad)","sunsethra, (rad)","daylighthr(N), (hour)",kRs,"Ra, (MJ m-2 day-1)","Rs, (MJ m-2 day-1)","Rso, (MJ m-2 day-1)","Rns, (MJ m-2 day-1)","delta_spv, (kPa degC-1)","es, (kPa)","ea, (kPa)","psy, (kPa degC-1)","G, (MJ m-2 day-1)","Rnl, (MJ m-2 day-1)","Rn, (MJ m-2 day-1)","Eto-HS, (mm)","Eto-PM, (mm)","Evap Equi, (mm)","Kp, tanqueCLA","Evap tanqueCLA, (mm)"
2008-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-01,,,,,,,,63.0,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-02,,1009.1,23.033333,31.3,28.2875,26.9,73.416667,61.0,10.0,3.8625,,29.1,73.416667,2.88896102784,-2.27083332,-0.039633518198,9.87,101.183384701,337.0,1.02924033051,-0.39058712548,1.58712436296,12.124737008,0.19,36.6649007133,14.6126994684,27.5059131864,11.2517785907,0.232642106725,4.05718552944,2.97865038972,0.0672869508258,0.0,1.47882190823,9.77295668248,3.38483648315,4.24080195027,14.959279491,0.724240092901,5.85551944974
2008-12-03,0.0,1008.85,22.433333,30.8,27.975,27.0,72.083333,60.0,10.0,3.545833,,28.9,72.083333,2.65210960472,-2.27083332,-0.039633518198,9.87,101.183384701,338.0,1.02949931369,-0.392617874895,1.58721863444,12.125457189,0.19,36.6487303578,13.5738902363,27.4937822278,10.4518954819,0.23031442616,4.00351563743,2.88586750863,0.0672869508258,0.0,1.32021052519,9.13168495673,3.13080206586,4.05460405467,14.952681986,0.728447106734,5.56609260602
2008-12-04,0.0,1008.733333,22.495833,31.4,28.254167,26.7,71.375,59.0,10.7,3.395833,,29.05,71.375,2.53991694344,-2.27083332,-0.039633518198,9.87,101.183384701,339.0,1.02974955558,-0.394532283161,1.58730765055,12.126137222,0.19,36.6335534164,15.0897337424,27.4823965257,11.6190949817,0.23205834345,4.04949290074,2.8903255579,0.0672869508258,0.0,1.6324680422,9.98662693947,3.49160872548,4.29655729797,14.9464897939,0.73027275279,5.88349665458
2008-12-05,0.0,1009.379167,22.55,31.4,28.291667,26.6,71.25,58.0,9.6,3.554167,,29.0,71.25,2.65834302898,-2.27083332,-0.039633518198,9.87,101.183384701,340.0,1.02999098203,-0.396329782996,1.58739136003,12.1267767154,0.19,36.6194005512,15.2435265104,27.4717790831,11.737515413,0.231475810292,4.03922010405,2.87794432414,0.0672869508258,0.0,1.67244908017,10.0650663328,3.52343043674,4.36509678462,14.9407154249,0.726640272373,6.00723212102
2008-12-06,0.0,1010.004167,23.341667,31.4,28.141667,26.8,75.375,62.0,12.4,3.395833,,29.1,75.375,2.53991694344,-2.27083332,-0.039633518198,9.87,101.183384701,341.0,1.03022352151,-0.398009841763,1.58746971432,12.1273752981,0.19,36.6063006676,14.917235955,27.4619515844,11.4862716853,0.232642106725,4.05981845473,3.06008816025,0.0672869508258,0.0,1.49229981015,9.99397187519,3.45537828908,4.07114198847,14.9353706724,0.73790964288,5.51712804914
