Datas,"PRECIPITACAO TOTAL, DIARIO (AUT)(mm)",PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB),TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C),"TEMPERATURA MAXIMA, DIARIA (AUT)(°C)","TEMPERATURA MEDIA, DIARIA (AUT)(°C)","TEMPERATURA MINIMA, DIARIA (AUT)(°C)","UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%)","UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%)","VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s)","VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s)",Unnamed: 11,"tmean, (°C)","rhmean, (%)","U2, (m/s)",lat,"lat, (rad)","elev, (m)","P, (kPa)","J, (day)","ird, (rad)","solardecli, (rad)","sunsethra, (rad)","daylighthr(N), (hour)",kRs,"Ra, (MJ m-2 day-1)","Rs, (MJ m-2 day-1)","Rso, (MJ m-2 day-1)","Rns, (MJ m-2 day-1)","delta_spv, (kPa degC-1)","es, (kPa)","ea, (kPa)","psy, (kPa degC-1)","G, (MJ m-2 day-1)","Rnl, (MJ m-2 day-1)","Rn, (MJ m-2 day-1)","Eto-HS, (mm)","Eto-PM, (mm)","Evap Equi, (mm)","Kp, tanqueCLA","Evap tanqueCLA, (mm)"
2007-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-26,,,,,,,,67.0,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-27,,917.0375,18.1125,24.0,20.575,18.0,86.375,67.0,10.0,3.2,,21.0,86.375,2.39344344054,-4.22916666,-0.0738128828326,865.53,91.4786838637,147.0,0.97297250874,0.371714460345,1.54196497767,11.779744717,0.19,32.455320625,15.1048052442,24.903311542,11.6307000381,0.152756559919,2.52395333991,2.18006469735,0.0608333247694,0.0,2.29548755204,9.33521248602,2.89455131873,2.79402272924,13.241770815,0.757272450035,3.68958718768
2007-05-28,0.0,917.108333,18.670833,24.2,20.891667,18.9,87.583333,71.0,9.5,3.1375,,21.55,87.583333,2.34669649834,-4.22916666,-0.0738128828326,865.53,91.4786838637,148.0,0.972650587123,0.374596237631,1.54171911308,11.7778664499,0.19,32.3951416011,14.1700511641,24.857135539,10.9109393963,0.157323330899,2.60182382986,2.27876402898,0.0608333247694,0.0,1.99764132268,8.91329807366,2.7539151373,2.6736376727,13.2172177732,0.758609412582,3.52439295948
2007-05-29,0.2,916.866667,18.958333,24.6,21.108333,19.3,88.041667,70.0,10.8,3.079167,,21.95,88.041667,2.30306626827,-4.22916666,-0.0738128828326,865.53,91.4786838637,149.0,0.972336769728,0.377367013968,1.54148219122,11.7760565002,0.19,32.3369168948,14.1445829294,24.8124591047,10.8913288557,0.160716612587,2.6659697271,2.34716418945,0.0608333247694,0.0,1.95935813425,8.93197072142,2.77690918781,2.68210247529,13.1934620931,0.759857237162,3.52974525228
2007-05-30,0.0,917.216667,18.420833,24.9,21.395833,19.0,83.875,67.0,13.2,3.808333,,21.95,83.875,2.84844676195,-4.22916666,-0.0738128828326,865.53,91.4786838637,150.0,0.972031149545,0.380025968315,1.54125433964,11.7743158423,0.19,32.2806910527,14.8978099642,24.76931642,11.4713136725,0.160716612587,2.67317550156,2.24212595194,0.0608333247694,0.0,2.24102034035,9.2302933321,2.92478509789,2.97065716766,13.1705219495,0.744050785381,3.99254624284
2007-05-31,0.0,917.356522,20.03913,23.2,20.791304,19.7,95.478261,87.0,12.0,4.4,,21.45,95.478261,3.29098473074,-4.22916666,-0.0738128828326,865.53,91.4786838637,151.0,0.971733817135,0.382572312766,1.54103568228,11.7726454232,0.19,32.226506972,11.4551520469,24.7277404006,8.82046707608,0.156484534498,2.569405637,2.45322382024,0.0608333247694,0.0,1.22821341971,7.59225365637,2.22062342748,1.94763062333,13.1484148446,0.731602769136,2.66214222458
2007-06-01,19.6,917.858333,18.825,22.0,19.608333,18.1,95.291667,84.0,14.4,4.529167,,20.05,95.291667,3.38759532727,-4.22916666,-0.0738128828326,865.53,91.4786838637,152.0,0.971444860606,0.385005292783,1.54082633934,11.7710461609,0.19,32.174405869,12.072478495,24.687762672,9.29580844119,0.145132374801,2.36046690547,2.24932826321,0.0608333247694,0.0,1.46192315805,7.83388528314,2.25681896357,1.93533475486,13.1271575945,0.728839706075,2.65536405155
2007-06-02,0.6,917.633333,18.745833,23.1,20.320833,18.0,91.083333,78.0,12.8,3.225,,20.55,91.083333,2.41214221742,-4.22916666,-0.0738128828326,865.53,91.4786838637,153.0,0.971164365581,0.387324187424,1.54062642698,11.769518943,0.19,32.1244272482,13.7839624803,24.6494135465,10.6136511099,0.149103942146,2.4452322019,2.22719898908,0.0608333247694,0.0,1.93729427136,8.6763568385,2.61080147114,2.40894246328,13.1067663173,0.756737665017,3.18332570803
2007-06-03,23.6,917.7125,19.320833,22.8,20.075,18.7,95.5,80.0,10.0,2.779167,,20.75,95.5,2.07868094572,-4.22916666,-0.0738128828326,865.53,91.4786838637,154.0,0.970892415176,0.389528309548,1.54043605718,11.7680646248,0.19,32.076608874,12.3405347106,24.6127220011,9.50221172714,0.150718103,2.46611660679,2.35514135948,0.0608333247694,0.0,1.49711746954,8.0050942576,2.34959364277,2.10277700351,13.0872564206,0.766274657387,2.74415574526
