Datas,"PRECIPITACAO TOTAL, DIARIO (AUT)(mm)",PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB),TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C),"TEMPERATURA MAXIMA, DIARIA (AUT)(°C)","TEMPERATURA MEDIA, DIARIA (AUT)(°C)","TEMPERATURA MINIMA, DIARIA (AUT)(°C)","UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%)","UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%)","VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s)","VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s)",Unnamed: 11,"tmean, (°C)","rhmean, (%)","U2, (m/s)",lat,"lat, (rad)","elev, (m)","P, (kPa)","J, (day)","ird, (rad)","solardecli, (rad)","sunsethra, (rad)","daylighthr(N), (hour)",kRs,"Ra, (MJ m-2 day-1)","Rs, (MJ m-2 day-1)","Rso, (MJ m-2 day-1)","Rns, (MJ m-2 day-1)","delta_spv, (kPa degC-1)","es, (kPa)","ea, (kPa)","psy, (kPa degC-1)","G, (MJ m-2 day-1)","Rnl, (MJ m-2 day-1)","Rn, (MJ m-2 day-1)","Eto-HS, (mm)","Eto-PM, (mm)","Evap Equi, (mm)","Kp, tanqueCLA","Evap tanqueCLA, (mm)"
2003-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-29,,,,34.6,,,63.764706,42.0,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-30,0.4,975.666667,21.041667,34.7,27.520833,23.6,71.333333,35.0,11.2,2.970833,,29.15,71.333333,2.22203773649,-12.52416666,-0.218587944286,250.11,98.3782706042,30.0,1.02869644985,-0.3135510724,1.64288617454,12.5507258695,0.16,40.059718188,21.3544977701,30.2451753633,16.442963283,0.233227102165,4.22157048314,3.01138693057,0.0654215499518,0.0,2.40211244704,14.0408508359,5.88021187635,5.34396190133,16.3443650207,0.739282313801,7.22858074861
2003-01-31,3.2,975.495833,21.566667,28.5,24.5375,21.5,84.125,59.0,12.8,2.016667,,25.0,84.125,1.50836825091,-12.52416666,-0.218587944286,250.11,98.3782706042,31.0,1.02841171352,-0.308984128054,1.64176380651,12.5421516094,0.16,40.0414251813,16.9503445072,30.231364103,13.0517652706,0.188681826843,3.22789962592,2.71547056031,0.0654215499518,0.0,1.72484363123,11.3269216393,4.25490937889,3.5622194492,16.336901474,0.782585600459,4.55185917951
2003-02-01,2.2,977.616667,21.1625,32.6,25.679167,21.5,77.833333,45.0,11.8,2.816667,,27.05,77.833333,2.10672911104,-12.52416666,-0.218587944286,250.11,98.3782706042,32.0,1.0281185582,-0.304325625043,1.64062239509,12.5334318684,0.16,40.0218502313,21.3343116272,30.2165849727,16.4274199529,0.209694963613,3.74140049642,2.91205670724,0.0654215499518,0.0,2.43338008803,13.9940398649,5.61188933555,4.7833349647,16.3289148944,0.754793742166,6.33727427439
2003-02-02,0.0,977.9,21.966667,28.8,25.429167,23.0,81.625,66.0,11.1,2.804167,,25.9,81.625,2.0973797226,-12.52416666,-0.218587944286,250.11,98.3782706042,33.0,1.02781707073,-0.299576943782,1.63946241414,12.5245702667,0.16,40.0009520471,15.4136079141,30.2008067976,11.8684780939,0.19767751536,3.38452512597,2.76261863408,0.0654215499518,0.0,1.42743817239,10.4410399215,3.9505154152,3.54813100214,16.3203884352,0.761722939602,4.65803354168
2003-02-03,5.8,978.7375,21.7625,32.5,26.3875,22.5,77.291667,50.0,10.5,3.35,,27.5,77.291667,2.50563610181,-12.52416666,-0.218587944286,250.11,98.3782706042,34.0,1.02750734047,-0.294739491406,1.63828433666,12.5155704177,0.16,39.9786896711,20.2277947568,30.1839986548,15.5754019627,0.21456176978,3.80818326843,2.94340833058,0.0654215499518,0.0,2.22188855808,13.3535134046,5.37421153605,4.74668682932,16.3113053858,0.742406912684,6.39364578673
2003-02-04,1.6,976.8625,21.0625,33.0,26.716667,22.4,73.416667,44.0,11.0,2.941667,,27.7,73.416667,2.20022299544,-12.52416666,-0.218587944286,250.11,98.3782706042,35.0,1.02718945919,-0.289814701358,1.63708863433,12.5064359248,0.16,39.955022556,20.8134606113,30.1661299309,16.0263646707,0.216755073764,3.86961510041,2.84094243245,0.0654215499518,0.0,2.43439639689,13.5919682738,5.55422806508,4.96861915092,16.3016492029,0.743938000628,6.67880810865
2003-02-05,0.0,976.404167,20.566667,34.3,26.795833,22.1,71.916667,37.0,10.2,2.445833,,28.2,71.916667,1.82936342203,-12.52416666,-0.218587944286,250.11,98.3782706042,36.0,1.02686352109,-0.28480403296,1.63587577714,12.4971703784,0.16,39.9299106411,22.3150691147,30.1471703799,17.1826032183,0.222320915729,4.03442355224,2.90142295143,0.0654215499518,0.0,2.67235964448,14.5102435738,6.02038249645,5.24109247277,16.2914035416,0.751653448474,6.97275118396
2003-02-06,0.0,977.179167,20.0375,32.6,27.05,21.9,68.083333,42.0,9.7,2.391667,,27.25,68.083333,1.78884990409,-12.52416666,-0.218587944286,250.11,98.3782706042,37.0,1.02652962274,-0.27970897098,1.63464623293,12.4877773525,0.16,39.9033144287,20.8843441768,30.1270901809,16.0809450162,0.211846401815,3.77312005822,2.56886589373,0.0654215499518,0.0,2.70970550793,13.3712395082,5.5180248708,4.97753818717,16.2805522869,0.745140564885,6.67999894481
2003-02-07,0.0,976.879167,20.1125,35.1,27.408333,21.4,67.833333,35.0,11.4,2.8,,28.25,67.833333,2.09426301047,-12.52416666,-0.218587944286,250.11,98.3782706042,38.0,1.0261878631,-0.274531025195,1.63340046709,12.4782604026,0.16,39.87519506,23.6147355654,30.1058599957,18.1833463854,0.222884043287,4.10130167315,2.78204962128,0.0654215499518,0.0,3.06432992163,15.1190164638,6.3779445294,5.71794049123,16.2690795845,0.735890527501,7.77009660751
2003-02-08,0.0,976.95,19.6875,34.2,27.641667,23.4,65.0,33.0,10.9,3.15,,28.8,65.0,2.35604588678,-12.52416666,-0.218587944286,250.11,98.3782706042,39.0,1.02583834342,-0.269271729943,1.63213894218,12.4686230621,0.16,39.8455143912,20.9513155656,30.0834510255,16.1325129855,0.229157938013,4.12845574888,2.68349623677,0.0654215499518,0.0,2.66735089314,13.4651620924,5.72618310591,5.54236313412,16.2569698716,0.722427910023,7.67185632951
2003-02-09,0.0,976.204167,18.620833,34.8,26.9,19.6,64.666667,32.0,10.8,2.595833,,27.2,64.666667,1.94155608331,-12.52416666,-0.218587944286,250.11,98.3782706042,40.0,1.02548116729,-0.263932643665,1.63086211762,12.458868841,0.16,39.8142350687,24.8359143175,30.0598350682,19.1236540244,0.211306810135,3.92091510735,2.53552511582,0.0654215499518,0.0,3.5895271499,15.5341268746,6.55481868624,5.8353302279,16.244207908,0.733562242976,7.9547854102
2003-02-10,0.0,975.179167,18.683333,35.9,28.05,22.1,61.125,29.0,11.0,2.55,,29.0,61.125,1.90727524168,-12.52416666,-0.218587944286,250.11,98.3782706042,41.0,1.02511644054,-0.258515348449,1.62957044937,12.4490012225,0.16,39.7813206034,23.6449675303,30.0349845745,18.2066249984,0.231475810292,4.28428399441,2.61876859158,0.0654215499518,0.0,3.31515709075,14.8914679076,6.49011797766,5.96987412279,16.2307788062,0.726654115323,8.21556500803
2003-02-11,0.0,974.645833,19.454167,34.3,27.604167,23.5,63.75,34.0,10.7,2.808333,,28.9,63.75,2.10049568678,-12.52416666,-0.218587944286,250.11,98.3782706042,42.0,1.02474427124,-0.253021449557,1.62826438972,12.4390236616,0.16,39.746735445,20.8993762468,30.0088727038,16.09251971,0.23031442616,4.15214427114,2.64699197285,0.0654215499518,0.0,2.70866049006,13.38385922,5.72424510681,5.47295398203,16.2166680616,0.727017055393,7.52795817021
2003-02-12,0.0,975.766667,18.433333,34.4,26.966667,20.6,63.083333,31.0,11.2,2.495833,,27.5,63.083333,1.86676097579,-12.52416666,-0.218587944286,250.11,98.3782706042,43.0,1.02436476968,-0.247452574948,1.62694438696,12.4289395834,0.16,39.7104450547,23.6028409739,29.9814733793,18.1741875499,0.21456176978,3.93271572502,2.48088815675,0.0654215499518,0.0,3.42308995625,14.7510975937,6.27090900273,5.66820369139,16.2018615823,0.732229533173,7.7410203148
2003-02-13,1.4,976.147826,20.843478,33.7,27.391304,22.8,69.130435,43.0,12.4,3.030435,,28.25,69.130435,2.26661711648,-12.52416666,-0.218587944286,250.11,98.3782706042,44.0,1.02397804832,-0.2418103748,1.62561088521,12.4187523804,0.16,39.6724159773,20.9566509845,29.9527613422,16.1366212581,0.222884043287,4.00334076739,2.76752688703,0.0654215499518,0.0,2.58167762237,13.5549436357,5.66004040702,5.25539260333,16.1863457187,0.733614024375,7.16370247666
2003-02-14,0.0,975.7,20.395833,34.7,27.720833,23.9,67.208333,32.0,10.7,3.108333,,29.3,67.208333,2.32488100933,-12.52416666,-0.218587944286,250.11,98.3782706042,45.0,1.02358422174,-0.23609652102,1.62426432422,12.4084654122,0.16,39.6326159121,20.8393706381,29.9227122054,16.0463153913,0.23498950195,4.2480860839,2.8550678414,0.0654215499518,0.0,2.50991086111,13.5364045302,5.75669900412,5.47704418058,16.1701072922,0.727998442647,7.52342843024
2003-02-15,0.0,974.841667,19.808333,34.7,27.566667,22.3,66.583333,31.0,10.7,2.483333,,28.5,66.583333,1.85741158735,-12.52416666,-0.218587944286,250.11,98.3782706042,46.0,1.02318340665,-0.230312706746,1.62290513916,12.3980820032,0.16,39.5910137825,22.3062953292,29.891302506,17.1758474035,0.225717686867,4.11139125949,2.73750133324,0.0654215499518,0.0,2.89981893463,14.2760284688,6.05726334349,5.45359717417,16.1531336233,0.740059545645,7.36913293837
2003-02-16,0.6,974.733333,20.333333,35.1,28.183333,23.0,66.083333,32.0,10.0,2.779167,,29.05,66.083333,2.07868094572,-12.52416666,-0.218587944286,250.11,98.3782706042,47.0,1.02277572181,-0.224460645845,1.62153376049,12.3876054418,0.16,39.5475798041,22.0106353505,29.8585097567,16.9481892199,0.23205834345,4.23163518511,2.79640557072,0.0654215499518,0.0,2.80061164509,14.1475775748,6.0479778311,5.58904743771,16.1354125601,0.732675549789,7.6282707118
2003-02-17,0.0,974.608333,19.7125,35.8,28.554167,23.8,63.25,31.0,8.3,2.4125,,29.8,63.25,1.80443196884,-12.52416666,-0.218587944286,250.11,98.3782706042,48.0,1.02236128804,-0.218542072412,1.6201506138,12.3770389795,0.16,39.5022855514,21.8943889888,29.8243124963,16.8586795214,0.240945104595,4.41219914494,2.79071595918,0.0654215499518,0.0,2.81663105732,14.0420484641,6.11234415156,5.62576041689,16.116932505,0.734381680671,7.6605402408
2003-02-18,0.0,975.083333,20.079167,34.9,27.7875,22.4,65.958333,37.0,8.3,1.875,,28.65,65.958333,1.40240826594,-12.52416666,-0.218587944286,250.11,98.3782706042,49.0,1.02194022813,-0.212558740245,1.61875611975,12.3663858297,0.16,39.4551040231,22.3191772857,29.7886903387,17.18576651,0.227432350161,4.15038053669,2.73752181516,0.0654215499518,0.0,2.92359720072,14.2621693093,6.08039672857,5.27752928561,16.0976824414,0.751751777314,7.02030835825
2003-02-19,0.0,976.045833,19.279167,36.1,28.6375,22.4,61.875,28.0,13.4,2.979167,,29.25,61.875,2.22827116075,-12.52416666,-0.218587944286,250.11,98.3782706042,50.0,1.02151266686,-0.206512422337,1.61735069394,12.3556491673,0.16,39.4060097055,23.3368764086,29.7516240209,17.9693948347,0.234400797726,4.34137707384,2.68622706444,0.0654215499518,0.0,3.22342788712,14.7459669475,6.43977020543,6.09267374075,16.0776519599,0.719181634941,8.47167592266
2003-02-20,0.0,975.608333,21.016667,35.5,28.483333,24.9,66.458333,31.0,12.0,3.679167,,30.2,66.458333,2.75183691337,-12.52416666,-0.218587944286,250.11,98.3782706042,51.0,1.02107873093,-0.20040491034,1.61593474683,12.3448321283,0.16,39.3549786336,20.5008843757,29.7130954493,15.7856809693,0.245800283107,4.46444891075,2.96699832372,0.0654215499518,0.0,2.39099448562,13.3946864836,5.77140896944,5.75548616278,16.0568312825,0.714215803349,8.05846935309
2003-02-21,0.0,975.658333,18.933333,35.2,27.933333,21.5,62.666667,33.0,10.0,2.783333,,28.35,62.666667,2.0817969099,-12.52416666,-0.218587944286,250.11,98.3782706042,52.0,1.02063854891,-0.194238014044,1.61450868375,12.3339378088,0.16,39.3019884508,23.2752733389,29.6730877447,17.9219604709,0.224013893528,4.12477675689,2.58486011473,0.0654215499518,0.0,3.31123275795,14.610727713,6.29991241581,5.84304172213,16.0352112879,0.725151375631,8.05768549641
2003-02-22,2.0,975.9875,20.670833,32.1,26.875,22.3,70.583333,47.0,9.8,3.095833,,27.2,70.583333,2.31553162089,-12.52416666,-0.218587944286,250.11,98.3782706042,53.0,1.02019225124,-0.188013560832,1.61307290483,12.3229692658,0.16,39.2470184665,19.65801627,29.6315852856,15.1366725279,0.211306810135,3.73718736166,2.63783140032,0.0654215499518,0.0,2.4559636319,12.680708896,5.18824194405,4.8517943674,16.0127835343,0.73512805722,6.59993088246
2003-02-23,0.4,977.991667,20.854167,30.6,26.054167,22.4,74.333333,51.0,12.7,2.725,,26.5,74.333333,2.03816667983,-12.52416666,-0.218587944286,250.11,98.3782706042,54.0,1.01973997018,-0.181733395145,1.61162780498,12.3119295162,0.16,39.1900497111,17.9557158152,29.58857375,13.8259011777,0.203873024892,3.55018717597,2.63897245563,0.0654215499518,0.0,2.09068759335,11.7352135844,4.66524510525,4.26294143125,15.9895402821,0.750310677212,5.68156839655
2003-02-24,1.4,978.1875,20.091667,34.7,27.025,21.6,69.208333,35.0,13.4,2.875,,28.15,69.208333,2.15035934111,-12.52416666,-0.218587944286,250.11,98.3782706042,55.0,1.01928183973,-0.17539937793,1.61017377396,12.3008215374,0.16,39.1310649892,22.6609075126,29.5440401552,17.4488987847,0.221758983872,4.05513534599,2.80649157385,0.0654215499518,0.0,2.92983494214,14.5190638426,6.10704092671,5.48821360322,15.9654745156,0.737096725014,7.44571698256
2003-02-25,0.0,976.55,20.141667,33.6,27.316667,23.6,67.166667,41.0,10.9,2.945833,,28.6,67.166667,2.20333895962,-12.52416666,-0.218587944286,250.11,98.3782706042,56.0,1.01881799566,-0.169013386095,1.60871119635,12.2896482675,0.16,39.0700489296,19.7680548659,29.497972896,15.2214022467,0.226859584591,4.05747672818,2.72527188262,0.0654215499518,0.0,2.45946675384,12.7619354929,5.37959937899,5.14009717209,15.9405799633,0.731387691151,7.02786939715
2003-02-26,0.0,975.670833,19.133333,35.3,27.7125,20.6,63.416667,34.0,11.8,2.7125,,27.95,63.416667,2.02881729139,-12.52416666,-0.218587944286,250.11,98.3782706042,57.0,1.01834857541,-0.162577311945,1.60724045162,12.2784126054,0.16,39.0069880342,23.9288081163,29.4503617812,18.4251822495,0.219523173396,4.07156864264,2.58205312778,0.0654215499518,0.0,3.47543652911,14.9497457204,6.42066752679,5.84784316183,15.914851118,0.728332825875,8.02908087358
2003-02-27,0.0,975.295833,18.495833,36.2,28.016667,20.4,60.083333,30.0,10.4,2.904167,,28.3,60.083333,2.17217483012,-12.52416666,-0.218587944286,250.11,98.3782706042,58.0,1.01787371808,-0.156093062629,1.60576191421,12.2671174116,0.16,38.9418707226,24.7665399399,29.4011980677,19.0702357537,0.22344836855,4.20165590122,2.52449490664,0.0654215499518,0.0,3.76272788348,15.3075078702,6.69629038605,6.2501431721,15.8882832548,0.716670665065,8.72108135128
2003-02-28,0.0,976.533333,19.55,34.9,27.966667,22.6,62.75,37.0,9.6,2.970833,,28.75,62.75,2.22203773649,-12.52416666,-0.218587944286,250.11,98.3782706042,59.0,1.01739356439,-0.14956255957,1.60427595359,12.2557655087,0.16,38.8746873754,21.8142079017,29.3504744927,16.7969400843,0.228581524844,4.16692960871,2.61474832946,0.0654215499518,0.0,3.03145687704,13.7654832073,5.95562233095,5.69777374102,15.8608724492,0.721326606213,7.89902062665
2003-03-01,0.2,975.670833,19.879167,35.5,28.0375,21.9,64.375,35.0,11.2,2.6875,,28.7,64.375,2.01011851451,-12.52416666,-0.218587944286,250.11,98.3782706042,60.0,1.0169082566,-0.142987737897,1.60278293436,12.2443596819,0.16,38.8054303741,22.8971769932,29.2981853044,17.6308262847,0.22800632957,4.20389949327,2.70626029879,0.0654215499518,0.0,3.15787125756,14.4729550272,6.24457535252,5.71918144995,15.8326155926,0.730968238746,7.82411758378
2003-03-02,0.0,974.720833,21.145833,34.0,27.641667,23.8,69.583333,41.0,13.0,2.995833,,28.9,69.583333,2.24073651337,-12.52416666,-0.218587944286,250.11,98.3782706042,61.0,1.01641793853,-0.136370545871,1.60128321637,12.2329026804,0.16,38.7340941384,19.7930842044,29.2443262895,15.2406748374,0.23031442616,4.13377225744,2.87641651536,0.0654215499518,0.0,2.36377528157,12.8768995558,5.4212366947,5.0914692392,15.8035104085,0.735268763821,6.92463693513
2003-03-03,0.0,975.0125,20.425,35.8,27.9875,22.0,67.375,34.0,11.6,3.341667,,28.9,67.375,2.4994034255,-12.52416666,-0.218587944286,250.11,98.3782706042,62.0,1.01592275548,-0.129712944309,1.59977715482,12.2213972177,0.16,38.6606751602,22.9788854417,29.1888947995,17.6937417901,0.23031442616,4.26002258854,2.87019021903,0.0654215499518,0.0,3.00065362868,14.6930881614,6.29381331749,5.85820242342,15.7735554654,0.723353986633,8.09866611877
2003-03-04,0.0,976.283333,19.670833,35.4,27.695833,22.1,65.375,33.0,11.3,3.0375,,28.75,65.375,2.27190139082,-12.52416666,-0.218587944286,250.11,98.3782706042,63.0,1.01542285417,-0.123016906002,1.59826510045,12.2098459731,0.16,38.5851720355,22.5147041238,29.1318897742,17.3363221753,0.228581524844,4.2041381119,2.74845529066,0.0654215499518,0.0,3.05644297703,14.2798791983,6.14686883239,5.73834223063,15.7427501905,0.725640127489,7.90797257932
2003-03-05,0.0,975.3625,20.658333,33.2,27.595833,23.1,68.291667,38.0,12.7,2.6,,28.15,68.291667,1.94467279544,-12.52416666,-0.218587944286,250.11,98.3782706042,64.0,1.01491838273,-0.116284415131,1.59674739961,12.1982515928,0.16,38.507585492,19.5806433844,29.0733117631,15.077095406,0.221758983872,3.95666417125,2.70207192014,0.0654215499518,0.0,2.48712712949,12.5899682765,5.27691975501,4.89087356585,15.7110948807,0.741111940548,6.59937223819
2003-03-06,4.6,974.770833,20.083333,35.7,27.879167,22.1,66.625,30.0,14.9,2.7875,,28.9,66.625,2.08491362203,-12.52416666,-0.218587944286,250.11,98.3782706042,65.0,1.01440949065,-0.109517466679,1.59522439453,12.186616691,0.16,38.4279184149,22.6744257426,29.0131629447,17.4593078218,0.23031442616,4.25199620909,2.83289247431,0.0654215499518,0.0,3.01247711208,14.4468307097,6.21042317597,5.65482277741,15.6785907133,0.733640604361,7.70789231647
2003-03-07,0.0,974.8875,20.245833,35.8,27.8875,22.2,66.916667,33.0,12.7,2.795833,,29.0,66.916667,2.09114629834,-12.52416666,-0.218587944286,250.11,98.3782706042,66.0,1.01389632874,-0.102718065837,1.59369642338,12.1749438513,0.16,38.3461758688,22.6261934841,28.9514471425,17.4221689828,0.231475810292,4.27622382214,2.86150645524,0.0654215499518,0.0,2.98215240555,14.4400165772,6.21048283991,5.65073341774,15.6452397545,0.734074134027,7.69776941567
2003-03-08,0.0,976.0375,19.058333,35.1,27.816667,21.8,63.291667,30.0,10.8,2.7,,28.45,63.291667,2.01946790295,-12.52416666,-0.218587944286,250.11,98.3782706042,67.0,1.01337904904,-0.0958882274156,1.59216382056,12.1632356282,0.16,38.2623651165,22.3263441429,28.8881698402,17.19128499,0.225148550672,4.13285232701,2.61575113241,0.0654215499518,0.0,3.20437535119,13.9869096388,6.0561603884,5.61345560116,15.6110449675,0.728323885835,7.70736167018
2003-03-09,0.0,975.695833,19.741667,35.8,28.0125,22.4,63.625,35.0,10.4,2.9375,,29.1,63.625,2.19710628331,-12.52416666,-0.218587944286,250.11,98.3782706042,68.0,1.01285780483,-0.089029975243,1.5906269168,12.1514945484,0.16,38.1764956349,22.3598271616,28.8233381927,17.2170669144,0.232642106725,4.29259819504,2.73116560159,0.0654215499518,0.0,3.10901961299,14.1080473015,6.15048411761,5.78708183196,15.5760102191,0.723979106076,7.99343763293
2003-03-10,0.0,975.295833,21.679167,35.6,27.7625,22.8,71.416667,40.0,14.3,2.5625,,29.2,71.416667,1.91662463012,-12.52416666,-0.218587944286,250.11,98.3782706042,69.0,1.01233275059,-0.0821453415673,1.58908603947,12.1397231126,0.16,38.0885791274,21.8031749364,28.7569610361,16.788444701,0.233813331815,4.29373828589,3.06644477349,0.0654215499518,0.0,2.62481790786,14.1636267932,6.0101541871,5.29286504314,15.540140284,0.748180649529,7.07431426685
2003-03-11,0.0,975.325,21.725,33.8,27.3125,24.1,72.916667,45.0,11.9,3.241667,,28.95,72.916667,2.42460831799,-12.52416666,-0.218587944286,250.11,98.3782706042,70.0,1.01180404188,-0.075236366454,1.58754151268,12.1279237971,0.16,37.9986295331,18.9353694597,28.6890488945,14.580234484,0.230894505209,4.13109301867,3.01225533988,0.0654215499518,0.0,2.14716763874,12.4330668453,5.19186528296,4.8543792764,15.5034408495,0.736563484412,6.59057824497
2003-03-12,0.0,975.716667,19.9125,35.4,28.204167,22.7,64.125,36.0,9.6,2.429167,,29.05,64.125,1.81689806941,-12.52416666,-0.218587944286,250.11,98.3782706042,71.0,1.01127183538,-0.0683050971817,1.58599365759,12.1160990552,0.16,37.9066630328,21.6141120117,28.6196139844,16.642866249,0.23205834345,4.25352425765,2.72757243022,0.0654215499518,0.0,2.98673129074,13.6561349582,5.93902303153,5.4259974612,15.4659185174,0.735949383635,7.37278620222
2003-03-13,0.0,974.483333,21.095833,34.0,28.183333,24.4,67.791667,40.0,8.9,2.5375,,29.2,67.791667,1.89792585324,-12.52416666,-0.218587944286,250.11,98.3782706042,72.0,1.0107362888,-0.0613535876349,1.5844427926,12.1042513194,0.16,37.8126980514,18.745337578,28.5486702167,14.4339099351,0.233813331815,4.18778643144,2.83897023227,0.0654215499518,0.0,2.29201771838,12.1418922167,5.16724603006,4.85298425936,15.427580805,0.741419716578,6.54552900448
2003-03-14,0.0,974.5125,21.270833,35.7,28.608333,24.2,68.083333,36.0,12.8,3.025,,29.95,68.083333,2.26255200238,-12.52416666,-0.218587944286,250.11,98.3782706042,73.0,1.01019756081,-0.054383897696,1.58288923358,12.0923830028,0.16,37.7167552577,20.464598404,28.4762331964,15.7577407711,0.242756281408,4.43191445067,3.01739507372,0.0654215499518,0.0,2.49026188365,13.2674788875,5.7311875253,5.40044859466,15.3884361451,0.731592684874,7.38176953695
2003-03-15,0.0,975.879167,21.016667,35.7,28.495833,23.5,66.75,38.0,11.8,3.35,,29.6,66.75,2.50563610181,-12.52416666,-0.218587944286,250.11,98.3782706042,74.0,1.00965581108,-0.0473980926345,1.58133329415,12.0804965011,0.16,37.6188575602,21.0235232935,28.4023202195,16.188112936,0.238547847098,4.36971692799,2.91678604944,0.0654215499518,0.0,2.70539813903,13.482714797,5.84456049912,5.61742384329,15.3484938846,0.721870461671,7.78176160622
2003-03-16,0.0,975.741667,20.679167,35.3,27.908333,22.9,67.458333,36.0,12.5,3.008333,,29.1,67.458333,2.25008590181,-12.52416666,-0.218587944286,250.11,98.3782706042,75.0,1.00911120011,-0.0403982424952,1.57977528588,12.0685941947,0.16,37.5190301,21.1389021375,28.3269502674,16.2769546459,0.232642106725,4.2545373697,2.87003998646,0.0654215499518,0.0,2.77346730773,13.5034873382,5.81464610262,5.42606689077,15.3077642808,0.730657587662,7.4262787144
2003-03-17,2.2,974.945833,21.491667,33.9,27.504167,23.5,71.791667,42.0,12.1,2.458333,,28.7,71.791667,1.83871281047,-12.52416666,-0.218587944286,250.11,98.3782706042,76.0,1.0085638893,-0.0333864214847,1.57821551857,12.0566784502,0.16,37.4173002401,19.306746802,28.2501439994,14.8661950375,0.22800632957,4.09262268857,2.93816205214,0.0654215499518,0.0,2.33577503795,12.5304199996,5.26538425471,4.72570261822,15.266258498,0.751142412235,6.29135373166
2003-03-18,0.0,974.370833,21.1,35.0,27.35,23.1,71.0,36.0,15.1,3.095833,,29.05,71.0,2.31553162089,-12.52416666,-0.218587944286,250.11,98.3782706042,77.0,1.00801404083,-0.0263647073571,1.5766543005,12.0447516226,0.16,37.3136975522,20.5949978223,28.171923742,15.8581483232,0.23205834345,4.22457821982,2.99945053607,0.0654215499518,0.0,2.54652196185,13.3116263613,5.65899567537,5.19601463376,15.2239886013,0.735952395177,7.06025915238
2003-03-19,0.4,977.008333,20.104167,34.0,27.520833,22.8,67.625,33.0,11.1,3.408333,,28.4,67.625,2.54926633188,-12.52416666,-0.218587944286,250.11,98.3782706042,78.0,1.00746181762,-0.0193351807977,1.57509193867,12.0328160575,0.16,37.2082537992,19.923621511,28.0923134765,15.3411885635,0.224580620231,4.04744572168,2.73708516929,0.0654215499518,0.0,2.67497691953,12.6662116439,5.39856425548,5.22966925588,15.1809675501,0.722446628482,7.23883128483
2003-03-20,0.0,976.666667,20.704167,34.1,27.045833,23.0,70.375,40.0,11.3,3.2375,,28.55,70.375,2.42149160586,-12.52416666,-0.218587944286,250.11,98.3782706042,79.0,1.00690738332,-0.0122999248069,1.57352873912,12.0208740925,0.16,37.1010029157,19.7773054796,28.0113388236,15.2285252193,0.226288030833,4.0791932545,2.87073225286,0.0654215499518,0.0,2.52410145289,12.7044237664,5.37631710918,5.04762342259,15.1372091896,0.731683607028,6.89864221927
2003-03-21,0.0,975.783333,20.4,33.1,27.033333,22.0,69.708333,41.0,10.4,2.566667,,27.55,69.708333,1.91974134225,-12.52416666,-0.218587944286,250.11,98.3782706042,80.0,1.00635090221,-0.00526102408295,1.57196500712,12.00892806,0.16,36.9919809847,19.7191895295,27.9290270258,15.1837759377,0.215108339056,3.85118134387,2.68459431562,0.0654215499518,0.0,2.68030201225,12.5034739255,5.24486566289,4.75231369131,15.0927282418,0.744700594918,6.3815091914
2003-03-22,0.0,974.858333,20.995833,36.0,28.404167,24.2,67.291667,36.0,12.0,2.9375,,30.1,67.291667,2.19710628331,-12.52416666,-0.218587944286,250.11,98.3782706042,81.0,1.00579253918,0.00177943559599,1.57040104749,11.9969802885,0.16,36.881226211,20.270587602,27.845406928,15.6083524535,0.244578863843,4.48046175994,3.01497740756,0.0654215499518,0.0,2.54862748741,13.0597249661,5.69468712207,5.3742953058,15.0475402941,0.731826350791,7.34367558642
2003-03-23,0.0,974.379167,22.020833,34.4,26.854167,23.1,76.666667,42.0,11.4,2.75,,28.75,76.666667,2.05686545671,-12.52416666,-0.218587944286,250.11,98.3782706042,82.0,1.00523245971,0.00881936798975,1.56883716484,11.9850331051,0.16,36.7687788922,19.7759980866,27.760508955,15.2275185267,0.228581524844,4.13267716953,3.16838584375,0.0654215499518,0.0,2.26735042931,12.9601680974,5.39915894962,4.69662147962,15.001661788,0.754104633207,6.22807667902
