Datas,"EVAPORACAO DO PICHE, DIARIA(mm)","INSOLACAO TOTAL, DIARIO(h)","PRECIPITACAO TOTAL, DIARIO(mm)","TEMPERATURA MAXIMA, DIARIA(°C)","TEMPERATURA MEDIA COMPENSADA, DIARIA(°C)","TEMPERATURA MINIMA, DIARIA(°C)","UMIDADE RELATIVA DO AR, MEDIA DIARIA(%)","UMIDADE RELATIVA DO AR, MINIMA DIARIA(%)","VENTO, VELOCIDADE MEDIA DIARIA(m/s)",Unnamed: 10,"tmean, (°C)","rhmean, (%)","U2, (m/s)",lat,"lat, (rad)","elev, (m)","P, (kPa)","J, (day)","ird, (rad)","solardecli, (rad)","sunsethra, (rad)","daylighthr(N), (hour)",kRs,"Ra, (MJ m-2 day-1)","Rs, (MJ m-2 day-1)","Rso, (MJ m-2 day-1)","Rns, (MJ m-2 day-1)","delta_spv, (kPa degC-1)","es, (kPa)","ea, (kPa)","psy, (kPa degC-1)","G, (MJ m-2 day-1)","Rnl, (MJ m-2 day-1)","Rn, (MJ m-2 day-1)","Eto-HS, (mm)","Eto-PM, (mm)","Evap Equi, (mm)","Kp, tanqueCLA","Evap tanqueCLA, (mm)"
1961-01-01,5.0,,,31.6,24.8,20.2,72.5,43.0,3.666667,,25.9,72.5,2.74248752493,-11.48,-0.200363798129,163.0,99.3880180333,1.0,1.03299511069,-0.401008092595,1.65700908914,12.6586169897,0.19,39.8989477302,25.5957269554,30.0542813672,19.7087097557,0.19767751536,3.50786868855,2.5432047992,0.0660930319922,0.0,3.6693372755,16.0393724802,5.52437694024,5.59346933305,16.2787706739,0.726669531659,7.69740451383
1961-01-02,6.0,,0.0,30.8,24.28,18.4,69.25,47.0,3.666667,,24.6,69.25,2.74248752493,-11.48,-0.200363798129,163.0,99.3880180333,2.0,1.03298044422,-0.399563724579,1.6566619515,12.6559650535,0.19,39.9026873531,26.6972537236,30.0570982756,20.5568853671,0.184795885217,3.2790829527,2.27076494475,0.0660930319922,0.0,4.23363117813,16.323254189,5.59070843533,5.70670472844,16.2802964401,0.720246153646,7.92326998145
1961-01-03,6.5,,0.0,32.0,24.96,18.0,71.0,47.0,3.0,,25.0,71.0,2.2438532255,-11.48,-0.200363798129,163.0,99.3880180333,3.0,1.03295600494,-0.398000957209,1.65628684616,12.6530994597,0.19,39.9063132539,28.3699928354,30.0598295216,21.8448944833,0.188681826843,3.40938229946,2.42066143262,0.0660930319922,0.0,4.38956428528,17.455330198,5.99704618234,5.8538828439,16.2817758076,0.738002397285,7.93206480824
1961-01-04,6.6,,0.0,32.6,25.96,21.0,70.25,49.0,3.333333,,26.8,70.25,2.49317000124,-11.48,-0.200363798129,163.0,99.3880180333,4.0,1.03292180008,-0.396320253565,1.65588399611,12.6500219121,0.19,39.9098031992,25.8262994218,30.0624583578,19.8862505548,0.207031530593,3.70269333472,2.60114206764,0.0660930319922,0.0,3.67911268991,16.2071378648,5.68894111701,5.81469112579,16.2831997053,0.729384619072,7.97205064892
1961-01-05,6.6,,0.0,32.0,25.64,21.2,71.25,46.0,4.0,,26.6,71.25,2.99180430067,-11.48,-0.200363798129,163.0,99.3880180333,5.0,1.03287783977,-0.394522111677,1.65545363934,12.6467342285,0.19,39.9131334829,24.9219088462,30.0649669273,19.1898698116,0.20492132412,3.63624894418,2.59082737273,0.0660930319922,0.0,3.49749717045,15.6923726411,5.46510702737,5.71476517045,16.284558461,0.717103280003,7.9692358546
1961-01-06,6.6,,0.0,31.8,25.16,20.2,69.75,45.0,3.333333,,26.0,69.75,2.49317000124,-11.48,-0.200363798129,163.0,99.3880180333,6.0,1.03282413706,-0.392607064373,1.6549960283,12.6432383376,0.19,39.9162789605,25.8304899949,30.0673362898,19.8894772961,0.198698952421,3.53434431953,2.46520516287,0.0660930319922,0.0,3.8306352784,16.0588420177,5.58780385964,5.71092971628,16.2858418159,0.728384225517,7.840545575
1961-01-07,6.6,,0.0,32.8,25.68,20.4,73.25,47.0,2.333333,,26.6,73.25,1.74521892607,-11.48,-0.200363798129,163.0,99.3880180333,7.0,1.03276070784,-0.390575679123,1.65451142947,12.6395362753,0.19,39.9192130863,26.7083104147,30.0695464494,20.5653990194,0.20492132412,3.6854012019,2.69955638039,0.0660930319922,0.0,3.70613750622,16.8592615131,5.85684571104,5.6446902702,16.2870389392,0.756632810552,7.46027688925
1961-01-08,6.7,,0.0,32.4,26.0,21.6,70.25,47.0,3.333333,,27.0,70.25,2.49317000124,-11.48,-0.200363798129,163.0,99.3880180333,8.0,1.03268757092,-0.388428557869,1.65400012285,12.6356301805,0.19,39.921907953,24.9273876579,30.0715763846,19.1940884966,0.209159984426,3.72173196204,2.61451670334,0.0660930319922,0.0,3.48466219613,15.7094263005,5.51555449422,5.69896214216,16.2881384448,0.729384619072,7.81338404066
1961-01-09,7.3,,0.0,32.2,25.72,20.6,69.5,45.0,2.666667,,26.4,69.5,1.99453644976,-11.48,-0.200363798129,163.0,99.3880180333,9.0,1.03260474797,-0.386166336851,1.65346240143,12.6315222914,0.19,39.9243343329,25.8357027608,30.0734040796,19.8934911258,0.202829241073,3.61766483868,2.51427706289,0.0660930319922,0.0,3.78138283084,16.1121082949,5.63997198634,5.64342380052,16.2891284078,0.742142255851,7.60423457366
1961-01-10,6.2,,0.0,32.2,25.6,20.4,71.0,44.0,3.0,,26.3,71.0,2.2438532255,-11.48,-0.200363798129,163.0,99.3880180333,10.0,1.03251226352,-0.383789686413,1.65289857066,12.6272149416,0.19,39.9264617223,26.0588610036,30.0750065569,20.0653229728,0.201789957264,3.60279388785,2.55798366038,0.0660930319922,0.0,3.76082822575,16.304494747,5.67581742532,5.68096944146,16.2899963827,0.738002397285,7.69776556601
1961-01-11,5.1,,0.0,32.0,25.84,21.2,74.0,55.0,4.333333,,26.6,74.0,3.24112107641,-11.48,-0.200363798129,163.0,99.3880180333,11.0,1.03241014499,-0.381299310808,1.65230894787,12.6227105553,0.19,39.9282583875,24.9313528928,30.0763599129,19.1971417275,0.20492132412,3.63624894418,2.69082421869,0.0660930319922,0.0,3.36609667025,15.8310450572,5.46717800539,5.61872578938,16.2907294221,0.715276722601,7.85531754612
1961-01-12,5.0,,0.0,31.8,25.92,21.4,71.5,48.0,4.333333,,26.6,71.5,3.24112107641,-11.48,-0.200363798129,163.0,99.3880180333,12.0,1.03229842264,-0.378695947988,1.65169386175,12.6180116434,0.19,39.929691413,24.4661832626,30.0774393537,18.8389611122,0.20492132412,3.62503577002,2.59190057556,0.0660930319922,0.0,3.40049802144,15.4384630908,5.36517129994,5.68741648516,16.2913140965,0.710463379395,8.00522116987
1961-01-13,4.5,,0.0,31.6,25.36,21.2,72.25,48.0,2.666667,,26.4,72.25,1.99453644976,-11.48,-0.200363798129,163.0,99.3880180333,13.0,1.03217712956,-0.375980369386,1.65105365172,12.6131207991,0.19,39.9307267522,24.4668176476,30.0782192334,18.8394495887,0.202829241073,3.58303608585,2.58874357202,0.0660930319922,0.0,3.39550316085,15.4439464278,5.34114234884,5.3293952448,16.2917365149,0.747577151263,7.12888995576
1961-01-14,6.3,,0.0,30.8,24.88,20.0,73.0,53.0,4.0,,25.4,73.0,2.99180430067,-11.48,-0.200363798129,163.0,99.3880180333,14.0,1.03204630171,-0.373153379686,1.65038866741,12.6080406931,0.19,39.9313292798,24.9332703694,30.0786730933,19.1986181844,0.192636380105,3.38998618498,2.47468991504,0.0660930319922,0.0,3.59523871033,15.6033794741,5.31982555532,5.4369653251,16.2919823461,0.72050164956,7.54608310532
1961-01-15,5.7,,0.0,31.2,24.96,20.2,73.75,49.0,3.666667,,25.7,73.75,2.74248752493,-11.48,-0.200363798129,163.0,99.3880180333,15.0,1.03190597785,-0.370215816587,1.64969926797,12.6027740694,0.19,39.931462846,25.1631591221,30.0787737034,19.3756325241,0.195647896693,3.45569364207,2.54857406103,0.0660930319922,0.0,3.55868633194,15.8169461921,5.40615905595,5.43649896758,16.2920368412,0.729063684015,7.4568231648
1961-01-16,5.2,,0.0,27.1,23.7,21.4,89.75,82.0,3.0,,24.25,89.75,2.2438532255,-11.48,-0.200363798129,163.0,99.3880180333,16.0,1.03175619956,-0.367168550551,1.64898582158,12.5973237404,0.19,39.9310903336,18.1134925882,30.0784931047,13.9473892929,0.181451224045,3.06754058241,2.75311767271,0.0660930319922,0.0,1.91390475495,12.033484538,3.76185971449,3.46362825453,16.2918848561,0.761550730185,4.54812544621
1961-01-17,1.3,,22.2,25.4,23.04,21.6,96.0,95.0,2.0,,23.5,96.0,1.49590215034,-11.48,-0.200363798129,163.0,99.3880180333,17.0,1.03159701122,-0.364012484549,1.64824870474,12.5916925826,0.19,39.9301737157,14.7892652716,30.0778026531,11.3877342592,0.174455620086,2.9120974821,2.79561358281,0.0660930319922,0.0,1.26247926368,10.1252549955,3.0166925354,2.7562041639,16.291510876,0.782942130935,3.52031657896
1961-01-18,1.0,,11.0,29.8,24.92,21.6,76.0,52.0,2.333333,,25.7,76.0,1.74521892607,-11.48,-0.200363798129,163.0,99.3880180333,18.0,1.03142846,-0.360748553792,1.64748830177,12.5858835318,0.19,39.9286741161,21.7242812289,30.0766730647,16.7276965463,0.195647896693,3.38739266848,2.57441842804,0.0660930319922,0.0,2.82401028774,13.9036862586,4.66733604988,4.62654265082,16.2908990394,0.761794532173,6.07321588096
1961-01-19,4.3,,0.0,29.8,24.76,20.6,78.0,57.0,3.0,,25.2,78.0,2.2438532255,-11.48,-0.200363798129,163.0,99.3880180333,19.0,1.03125059585,-0.357377725453,1.64670500412,12.5798995786,0.19,39.9265518713,23.009613301,30.0750744626,17.7174022418,0.190650467432,3.31059246151,2.58226211998,0.0660930319922,0.0,3.05612670491,14.6612755369,4.88666056965,4.77405476713,16.2900331635,0.751171575029,6.35547846301
1961-01-20,4.7,,0.0,28.8,24.36,20.4,79.25,61.0,0.866667,,24.6,79.25,0.648224514463,-11.48,-0.200363798129,163.0,99.3880180333,20.0,1.03106347148,-0.353900998381,1.64589920982,12.5737437635,0.19,39.9237665938,21.9849130279,30.0729764245,16.9283830314,0.184795885217,3.17821152,2.5187326296,0.0660930319922,0.0,2.89549627605,14.0328867554,4.60389072178,4.30761194702,16.2888967703,0.799033224724,5.39102982671
1961-01-21,3.0,,0.0,29.8,24.68,20.0,78.0,61.0,1.666667,,24.9,78.0,1.2465853746,-11.48,-0.200363798129,163.0,99.3880180333,21.0,1.03086714233,-0.350319402806,1.64507132285,12.567419173,0.19,39.9202772375,23.7443446532,30.0703480319,18.283145383,0.187703946271,3.26645694092,2.54783641392,0.0660930319922,0.0,3.23399254983,15.0491528332,5.00751732666,4.72441829152,16.2874731129,0.779693435565,6.05932803332
1961-01-22,3.0,,0.0,29.4,24.88,22.2,85.5,73.0,1.0,,25.8,85.5,0.747951075168,-11.48,-0.200363798129,163.0,99.3880180333,22.0,1.03066166658,-0.346634000031,1.64422175258,12.5609289342,0.19,39.9160421639,20.350136277,30.0671579204,15.6696049333,0.196660501846,3.38777090678,2.8965441253,0.0660930319922,0.0,2.2480200812,13.4215848521,4.38215978774,4.11379390064,16.2857452029,0.804333531685,5.11453736365
1961-01-23,1.7,,1.0,29.6,24.72,21.4,93.0,83.0,0.666667,,25.5,93.0,0.498634299429,-11.48,-0.200363798129,163.0,99.3880180333,23.0,1.03044710511,-0.342845882121,1.64335091317,12.5542762112,0.19,39.9110192106,21.7146755974,30.0633743306,16.72030021,0.193635850917,3.3477261243,3.1133852956,0.0660930319922,0.0,2.26969517703,14.450605033,4.64382280758,4.29969180007,16.2836958379,0.811463991471,5.29868465547
1961-01-24,1.0,,65.6,30.6,25.2,20.8,79.0,59.0,2.0,,25.7,79.0,1.49590215034,-11.48,-0.200363798129,163.0,99.3880180333,24.0,1.03022352151,-0.338956171576,1.642459223,12.5474642,0.19,39.9051657605,23.7353564362,30.0589651608,18.2762244559,0.195647896693,3.42395413639,2.70492376775,0.0660930319922,0.0,3.07847488809,15.1977495678,5.0994039151,4.83262895049,16.2813076303,0.774347133694,6.24090765008
1961-01-25,2.8,,0.0,30.6,24.72,20.8,81.75,65.0,1.666667,,25.7,81.75,1.2465853746,-11.48,-0.200363798129,163.0,99.3880180333,25.0,1.02999098203,-0.334966021003,1.64154710408,12.5404961248,0.19,39.8984388125,23.7313552873,30.0538980199,18.2731435712,0.195647896693,3.42395413639,2.7990825065,0.0660930319922,0.0,2.9670214195,15.3061221517,5.09854429142,4.75204913046,16.2785630355,0.786269972461,6.04378813499
1961-01-26,3.5,,0.0,31.4,25.32,20.4,77.75,58.0,2.333333,,25.9,77.75,1.74521892607,-11.48,-0.200363798129,163.0,99.3880180333,26.0,1.02974955558,-0.330876612769,1.64061498156,12.5333752332,0.19,39.890795053,25.1375319582,30.0481402816,19.3558996078,0.19767751536,3.49636386355,2.71842290391,0.0660930319922,0.0,3.34378599121,16.0121136166,5.42548379759,5.15400988759,16.2754443816,0.764982902437,6.73741840657
1961-01-27,3.5,,0.0,30.2,25.48,22.0,83.0,67.0,3.666667,,26.1,83.0,2.74248752493,-11.48,-0.200363798129,163.0,99.3880180333,27.0,1.02949931369,-0.326689158653,1.6396632831,12.5261047926,0.19,39.8821909291,21.6989907867,30.0416591392,16.7082229057,0.199724828248,3.46795711735,2.8784044074,0.0660930319922,0.0,2.52188745761,14.1863354481,4.70477061416,4.51238543379,16.2719338991,0.745612469745,6.05191787542
1961-01-28,3.0,,0.0,30.8,25.08,22.0,77.5,55.0,2.666667,,26.4,77.5,1.99453644976,-11.48,-0.200363798129,163.0,99.3880180333,28.0,1.02924033051,-0.322404899489,1.63869243844,12.5186880857,0.19,39.8725827219,22.4734270621,30.0344216611,17.3045388378,0.202829241073,3.54281114563,2.74567863786,0.0660930319922,0.0,2.8190164892,14.4855223486,4.90598224639,4.82757703667,16.2680137505,0.757401359671,6.37386898641
1961-01-29,4.0,,0.0,30.6,24.48,19.6,75.75,53.0,2.666667,,25.1,75.75,1.99453644976,-11.48,-0.200363798129,163.0,99.3880180333,29.0,1.0289726828,-0.318025104796,1.63770287882,12.511128407,0.19,39.8619266218,25.1193402648,30.0263948471,19.3418920039,0.189663995598,3.33614885985,2.52713276134,0.0660930319922,0.0,3.55877206005,15.7831199438,5.32230696843,5.13454421542,16.2636660617,0.754202585991,6.8079111777
1961-01-30,5.3,,0.0,31.4,24.4,18.4,72.75,49.0,2.666667,,24.9,72.75,1.99453644976,-11.48,-0.200363798129,163.0,99.3880180333,30.0,1.02869644985,-0.3135510724,1.63669503652,12.503429059,0.19,39.8501788029,27.299553972,30.0175456851,21.0206565584,0.187703946271,3.35619606151,2.44163263475,0.0660930319922,0.0,4.12987000481,16.8907865536,5.75728627263,5.55154125087,16.2588729516,0.748543048211,7.4164622384
1961-01-31,5.5,,0.0,30.8,24.12,20.2,80.25,57.0,2.666667,,25.5,80.25,1.99453644976,-11.48,-0.200363798129,163.0,99.3880180333,31.0,1.02841171352,-0.308984128054,1.63566934438,12.4955933482,0.19,39.8372954999,24.6431590861,30.0078412083,18.9752324963,0.193635850917,3.40453939827,2.73214286711,0.0660930319922,0.0,3.21979150201,15.7554409943,5.27009780559,4.96466644326,16.253616564,0.762284895693,6.51287526659
1961-02-01,5.5,,0.0,30.8,23.92,18.2,69.25,49.0,4.333333,,24.5,69.25,3.24112107641,-11.48,-0.200363798129,163.0,99.3880180333,32.0,1.0281185582,-0.304325625043,1.63462623533,12.4876245821,0.19,39.8232330838,26.8581063525,29.9972485527,20.6807418914,0.183835009121,3.26588945006,2.26162844417,0.0660930319922,0.0,4.29035334161,16.3903885498,5.6111277271,5.82524635691,16.2478790982,0.705985234074,8.25122973648
1961-02-02,6.5,,0.0,28.4,23.36,18.8,86.25,77.0,3.333333,,23.6,86.25,2.49317000124,-11.48,-0.200363798129,163.0,99.3880180333,33.0,1.02781707073,-0.299576943782,1.63356614196,12.4795260653,0.19,39.8079481391,23.4346790688,29.9857350153,18.044702883,0.175375010308,3.01949427902,2.60431381566,0.0660930319922,0.0,3.06310505192,14.9815978311,4.79174556579,4.30117712276,16.2416428408,0.754420270399,5.70130110699
1961-02-03,3.0,,0.0,30.6,24.44,20.2,72.0,49.0,3.333333,,25.4,72.0,2.49317000124,-11.48,-0.200363798129,163.0,99.3880180333,34.0,1.02750734047,-0.294739491406,1.63248949612,12.4713010969,0.19,39.7913975412,24.3814462388,29.9732681119,18.7737136039,0.192636380105,3.37933982211,2.43312467192,0.0660930319922,0.0,3.55118151885,15.222532085,5.20208696475,5.29519159507,16.2348901968,0.732830773658,7.22566762398
1961-02-04,6.3,,0.0,32.0,24.4,17.8,75.5,50.0,1.666667,,24.9,75.5,1.2465853746,-11.48,-0.200363798129,163.0,99.3880180333,35.0,1.02718945919,-0.289814701358,1.63139672848,12.4629529671,0.19,39.7735385332,28.4768536788,29.9598156355,21.9271773327,0.187703946271,3.39647586571,2.56433927861,0.0660930319922,0.0,4.19627519032,17.7309021424,6.00557060166,5.5534623669,16.2276037215,0.775130996228,7.16454688811
1961-02-05,4.5,,0.0,32.4,25.8,21.2,74.25,54.0,2.666667,,26.8,74.25,1.99453644976,-11.48,-0.200363798129,163.0,99.3880180333,36.0,1.02686352109,-0.28480403296,1.63028826818,12.4544849542,0.19,39.7543288035,25.2782519216,29.9453457145,19.4642539796,0.207031530593,3.69051684507,2.74020875747,0.0660930319922,0.0,3.39982045979,16.0644335198,5.56821882897,5.45068450534,16.2197661518,0.751401402569,7.25402492822
1961-02-06,5.8,,0.0,31.4,25.4,19.8,77.75,59.0,3.333333,,25.6,77.75,2.49317000124,-11.48,-0.200363798129,163.0,99.3880180333,37.0,1.02652962274,-0.27970897098,1.62916454247,12.4459003221,0.19,39.733726563,25.7123572932,29.9298268709,19.7985151158,0.194639684754,3.45270278307,2.68447641384,0.0660930319922,0.0,3.50689481613,16.2916202996,5.51145190549,5.28893639469,16.2113604377,0.743591501688,7.11269074846
1961-02-07,5.3,,1.4,31.6,25.12,21.4,75.5,48.0,2.333333,,26.5,75.5,1.74521892607,-11.48,-0.200363798129,163.0,99.3880180333,38.0,1.0261878631,-0.274531025195,1.62802597638,12.4372023179,0.19,39.7116906224,24.0975041233,29.9132280783,18.5550781749,0.203873024892,3.59856013904,2.71691290497,0.0660930319922,0.0,3.19067908163,15.3643990933,5.27242229268,5.12189749389,16.202369774,0.760870076656,6.73163218141
