Datas,"EVAPORACAO DO PICHE, DIARIA(mm)","INSOLACAO TOTAL, DIARIO(h)","PRECIPITACAO TOTAL, DIARIO(mm)","TEMPERATURA MAXIMA, DIARIA(°C)","TEMPERATURA MEDIA COMPENSADA, DIARIA(°C)","TEMPERATURA MINIMA, DIARIA(°C)","UMIDADE RELATIVA DO AR, MEDIA DIARIA(%)","UMIDADE RELATIVA DO AR, MINIMA DIARIA(%)","VENTO, VELOCIDADE MEDIA DIARIA(m/s)",Unnamed: 10,"tmean, (°C)","rhmean, (%)","U2, (m/s)",lat,"lat, (rad)","elev, (m)","P, (kPa)","J, (day)","ird, (rad)","solardecli, (rad)","sunsethra, (rad)","daylighthr(N), (hour)",kRs,"Ra, (MJ m-2 day-1)","Rs, (MJ m-2 day-1)","Rso, (MJ m-2 day-1)","Rns, (MJ m-2 day-1)","delta_spv, (kPa degC-1)","es, (kPa)","ea, (kPa)","psy, (kPa degC-1)","G, (MJ m-2 day-1)","Rnl, (MJ m-2 day-1)","Rn, (MJ m-2 day-1)","Eto-HS, (mm)","Eto-PM, (mm)","Evap Equi, (mm)","Kp, tanqueCLA","Evap tanqueCLA, (mm)"
1961-01-01,11.9,11.7,,37.5,29.64,23.0,46.25,34.0,3.333333,,30.25,46.25,2.49317000124,-8.6,-0.150098315672,309.0,97.7003584857,1.0,1.03299511069,-0.401008092595,1.63496159952,12.4901865758,0.16,38.9767047042,27.9996058397,29.4734045632,21.5596964966,0.246412908315,4.62858425378,2.14072021737,0.064970738393,0.0,5.25498438765,16.3047121089,6.69222464598,7.73686973258,15.9024955193,0.670841998982,11.5330729804
1961-01-02,13.6,11.9,0.0,37.6,29.5,21.7,42.0,32.0,1.333333,,29.65,42.0,0.997267850907,-8.6,-0.150098315672,309.0,97.7003584857,2.0,1.03298044422,-0.399563724579,1.63470352101,12.4882150012,0.16,38.9850885626,28.3206862523,29.4797442693,21.8069284143,0.239145277175,4.53938738985,1.90654270374,0.064970738393,0.0,5.74981663961,16.0571117747,6.92183596646,6.35913093705,15.9059161335,0.70012468851,9.08285487059
1961-01-03,12.1,11.3,0.0,38.7,30.6,22.1,40.0,30.0,2.0,,30.4,40.0,1.49590215034,-8.6,-0.150098315672,309.0,97.7003584857,3.0,1.03295600494,-0.398000957209,1.63442464611,12.4860845539,0.16,38.9937468911,27.3932531569,29.4862915241,21.0928049308,0.248258471431,4.76987263829,1.90794905531,0.064970738393,0.0,5.54406908344,15.5487358474,7.18594766146,6.93099519884,15.9094487316,0.679030465387,10.2071932736
1961-01-04,12.2,10.2,0.0,38.6,30.38,24.3,49.0,32.0,0.666667,,31.45,49.0,0.498634299429,-8.6,-0.150098315672,309.0,97.7003584857,4.0,1.03292180008,-0.396320253565,1.63412513974,12.4837964937,0.16,39.002655803,25.6844021124,29.4930282651,19.7769896266,0.261504729966,4.9404010144,2.42079649706,0.064970738393,0.0,4.27227847906,15.5047111475,6.81642142873,5.61663335217,15.9130835676,0.735975104824,7.6315534525
1961-01-05,12.0,11.0,1.0,37.9,29.9,23.6,49.25,32.0,3.333333,,30.75,49.25,2.49317000124,-8.6,-0.150098315672,309.0,97.7003584857,5.0,1.03287783977,-0.394522111677,1.63380517789,12.4813521653,0.16,39.0117898,26.9437807074,29.499935211,20.7467111447,0.252609899486,4.75102126528,2.33987797315,0.064970738393,0.0,4.66332908799,16.0833820567,6.72111192419,7.55352812808,15.9168102384,0.679644130849,11.1139459391
1961-01-06,11.9,9.8,0.0,38.4,30.06,22.5,48.75,35.0,3.0,,30.45,48.75,2.2438532255,-8.6,-0.150098315672,309.0,97.7003584857,6.0,1.03282413706,-0.392607064373,1.6334649473,12.478752995,0.16,39.0211218073,25.0776044799,29.5069918882,19.3097554495,0.248876228647,4.74749044736,2.31440159309,0.064970738393,0.0,4.23657204999,15.0731833995,7.04504269812,7.10643768776,15.9206176974,0.68534545066,10.3691323564
1961-01-07,12.8,10.1,0.0,38.6,31.34,24.4,44.25,33.0,1.0,,31.5,44.25,0.747951075168,-8.6,-0.150098315672,309.0,97.7003584857,7.0,1.03276070784,-0.390575679123,1.63310464507,12.4760004888,0.16,39.0306232099,25.5563604745,29.5141766589,19.6783975654,0.262149987109,4.9495214833,2.19016325636,0.064970738393,0.0,4.60932747475,15.0690700906,6.8043175958,5.84348589429,15.9244942696,0.714563997983,8.17769424542
1961-01-08,13.6,10.9,0.0,37.8,30.92,24.6,45.75,38.0,1.333333,,31.2,45.75,0.997267850907,-8.6,-0.150098315672,309.0,97.7003584857,8.0,1.03268757092,-0.388428557869,1.63272447834,12.4730962288,0.16,39.0402638928,26.818335573,29.5214667505,20.6501183912,0.258298365026,4.82326489493,2.20664368943,0.064970738393,0.0,4.88219269386,15.7679256973,6.52204497577,6.26503789746,15.9284276683,0.712102453946,8.79794454119
1961-01-09,13.4,9.7,0.0,37.4,30.28,24.0,45.25,36.0,2.333333,,30.7,45.25,1.74521892607,-8.6,-0.150098315672,309.0,97.7003584857,9.0,1.03260474797,-0.386166336851,1.63232466385,12.4700418711,0.16,39.0500122824,24.9503076928,29.5288382877,19.2117369235,0.251984380967,4.69836944656,2.12601217457,0.064970738393,0.0,4.50338046911,14.7083564543,6.50583900165,6.6848869815,15.9324050112,0.689171977243,9.6998821807
1961-01-10,12.8,11.1,0.0,38.4,30.52,22.8,46.75,38.0,1.333333,,30.6,46.75,0.997267850907,-8.6,-0.150098315672,309.0,97.7003584857,10.0,1.03251226352,-0.383789686413,1.63190542759,12.4668391421,0.16,39.0598353906,27.1536556895,29.5362663256,20.9083148809,0.250737238336,4.77251226081,2.23114948193,0.064970738393,0.0,4.88768962787,16.0206252531,7.00690240722,6.29794823205,15.9364128393,0.715130777382,8.80670841089
